Zenith,Gain(50MHz),Gain(100MHz),Gain(150MHz),Gain(200MHz),Gain(250MHz),Gain(300MHz),Gain(350MHz),Gain(400MHz),Gain(450MHz),Gain(500MHz),Gain(550MHz),Gain(600MHz),Gain(650MHz),Gain(700MHz),Gain(750MHz),Gain(800MHz),Gain(850MHz),Gain(900MHz),Gain(950MHz),Gain(1000MHz),Phase(50MHz),Phase(100MHz),Phase(150MHz),Phase(200MHz),Phase(250MHz),Phase(300MHz),Phase(350MHz),Phase(400MHz),Phase(450MHz),Phase(500MHz),Phase(550MHz),Phase(600MHz),Phase(650MHz),Phase(700MHz),Phase(750MHz),Phase(800MHz),Phase(850MHz),Phase(900MHz),Phase(950MHz),Phase(1000MHz)
20,-12.75899,-18.89772,-17.45333,-22.28395,-36.15251,-26.63689,-15.36655,-21.89964,-23.96909,-22.25304,-32.35981,-21.40064,-18.79493,-18.94938,-22.78694,-17.57487,-19.91538,-20.61464,-21.0947,-26.06646,-91.20949265358979,52.681477960769385,-103.81417796076937,39.84185142487145,146.5804343264141,-46.90804857512855,-66.0378146928204,128.3768971502571,29.715080810512276,-52.921185307179584,-108.95204167282421,-142.964,112.8565926535898,-5.87727265358979,-96.46247796076936,140.90562938564085,14.786611843077516,21.28266447076743,-108.57533756846323,-71.20833223538378
21,-12.68944,-18.79859,-17.40568,-22.20563,-36.75446,-26.84881,-15.60784,-22.05386,-23.64731,-21.97062,-32.35575,-22.24233,-18.65764,-19.4551,-23.85039,-17.76676,-20.86749,-20.96355,-21.46486,-28.60993,-89.97059265358979,51.900485307179586,-103.33927796076938,41.32833673205103,145.23419024795285,-45.37724122871834,-66.18981469282042,127.32980449666731,30.415880810512277,-52.952948575128545,-107.38967105846501,-142.95462938564083,114.00903673205104,-4.827355307179583,-97.87427796076936,141.36596326794898,16.115901228718343,20.869701202818476,-108.78051756846322,-72.46089309769576
22,-12.64488,-18.55596,-17.18093,-22.04722,-34.95903,-26.76996,-15.82993,-21.8651,-24.20462,-21.74059,-30.55162,-21.73745,-18.70889,-19.69152,-25.39606,-17.70106,-22.22292,-20.21709,-21.33115,-30.32049,-90.2326926535898,52.266885307179585,-102.96188530717959,41.27074407846124,146.38659759436308,-45.30708530717958,-65.06841469282043,128.7446118430775,29.519273464102074,-53.487811843077516,-108.3441535159017,-144.42781469282042,114.12922203923063,-5.590149999999997,-97.2488118430775,140.438,16.860894300514204,21.835627738716397,-108.5855355292326,-71.30512938564087
23,-12.59916,-18.51381,-17.16143,-22.04262,-34.4853,-26.88703,-16.03029,-22.09677,-24.71336,-21.82286,-29.47387,-21.92237,-18.79706,-19.71466,-25.3052,-17.84443,-22.96493,-20.09414,-21.10814,-28.67303,-89.8628926535898,51.923477960769375,-101.6018926535898,41.18313673205104,145.83000494077328,-44.288770614359166,-64.15611469282041,127.21374122871835,28.99112488897353,-51.92187061435917,-108.68278290154251,-145.023,114.07703673205103,-7.156055921538755,-96.08535592153873,140.06,17.555204496667315,23.284849777947016,-109.80419430051425,-70.86199835307563
24,-12.54958,-18.49144,-17.07236,-21.88593,-34.83562,-26.9734,-16.24221,-21.71169,-25.10611,-21.55186,-27.86258,-22.68093,-18.72599,-19.07632,-25.26691,-17.72468,-22.24717,-21.63498,-21.11679,-24.96504,-89.9398853071796,51.28688530717959,-100.3050926535898,40.38034407846124,145.9853343264141,-44.41508530717958,-62.83222203923063,125.94322653589794,28.132388156922502,-51.090341228718344,-107.53056086231192,-144.4998146928204,113.13244407846125,-8.104969999999996,-97.26644857512854,138.73940734641022,18.62283103256525,23.563220392306206,-110.0079415756428,-71.55659100666543
25,-12.54362,-18.38268,-17.20475,-21.60593,-35.24553,-27.97079,-16.50707,-21.68596,-25.20667,-21.33748,-26.70437,-23.06541,-18.7286,-18.90161,-25.55715,-17.99021,-21.97851,-20.62322,-20.8211,-25.32666,-90.83838530717958,51.621392653589794,-99.1753,39.37955877128165,146.9350049407733,-43.9335073464102,-62.37262203923062,126.49191918948772,28.404224888973538,-50.68724122871835,-106.21015351590171,-144.93159265358977,112.656,-7.290860614359169,-98.31534122871832,140.1111853071796,19.481631032565254,24.52359100666537,-109.9856955292326,-70.32055427461441
26,-12.56049,-18.21434,-17.07414,-21.34419,-34.80253,-27.62015,-16.59268,-21.80479,-25.71207,-21.37311,-25.87312,-23.7453,-19.37909,-19.03654,-25.70888,-17.99807,-21.94853,-21.07859,-19.6693,-24.75267,-90.4218853071796,52.86577796076938,-99.99598530717958,40.17365142487145,147.07834901923454,-44.90288530717959,-62.27821469282042,125.57721918948772,29.825310196153126,-50.70246326794897,-106.46681963359356,-145.52677796076938,113.09744407846125,-7.315559999999996,-98.73164122871833,140.84659265358982,18.303542875642776,25.66351589563891,-109.78995083641219,-69.6169616210246
27,-12.5482,-18.2029,-17.23828,-21.18402,-34.18993,-27.97708,-16.63351,-21.4799,-26.07063,-21.32597,-25.26847,-23.96509,-20.0315,-18.70574,-25.63832,-18.12833,-21.92864,-21.5862,-19.6228,-24.27164,-89.24448530717959,51.67729265358979,-100.70928530717958,38.885544078461244,145.99029309769577,-43.4238073464102,-63.67700734641021,126.37983388230813,29.61359550333271,-51.14242653589793,-107.45759759436297,-144.62981469282042,114.56581469282042,-6.191969007179583,-99.36208980384687,142.07844407846125,17.789779607693802,25.16944243153685,-109.53087960769385,-69.07570284974295
28,-12.521,-18.02963,-17.13968,-21.07774,-32.17229,-28.34219,-16.60339,-21.43984,-26.17413,-21.39271,-23.92156,-24.37116,-20.02122,-18.77975,-27.65732,-18.06999,-22.07784,-21.6933,-19.63286,-24.43041,-90.41667796076938,51.16329265358979,-99.7807853071796,40.049658771281656,146.4344224833366,-43.796607346410205,-63.1609,125.75003388230814,30.759502849742915,-51.666819189487725,-107.43259759436296,-146.04762938564085,115.05444407846124,-5.897232653589791,-98.61198530717957,141.2504073464102,16.863706143591727,24.532146928204156,-108.46509491487343,-68.486463267949
29,-12.54285,-17.90112,-17.04765,-20.87976,-30.99875,-28.66338,-16.70468,-21.53441,-26.5888,-21.75119,-23.95644,-24.02586,-21.1861,-19.61203,-27.96968,-18.63808,-21.89377,-21.87285,-19.39069,-25.80876,-90.78767796076937,51.617685307179585,-99.19838530717959,40.998258771281655,147.30755921538764,-43.57368530717959,-61.931022039230626,125.07771184307752,31.666546928204163,-50.44042653589793,-107.48074616949148,-145.1894073464102,115.58585142487145,-4.9356632679489625,-99.60168980384687,142.27359265358982,16.906142875642757,24.87803508512664,-107.59018287564281,-68.64751754256336
30,-12.5932,-17.73197,-16.98088,-20.82599,-29.82131,-29.01455,-16.95309,-21.3029,-26.60533,-22.23037,-23.07581,-24.07219,-21.82596,-19.86174,-28.26212,-19.76972,-21.58923,-23.52104,-19.95435,-25.13321,-90.15097796076938,50.48549265358979,-99.83187796076938,42.51375877128166,147.8178445225672,-43.08297061435917,-60.60181469282042,125.16402653589793,32.914010196153114,-50.25563388230813,-108.6441535159017,-146.61222203923063,116.73762938564083,-4.264505307179583,-100.51867061435914,143.08640734641023,17.522484104361098,25.39376896743478,-108.59097960769384,-69.48411513692639
31,-12.60264,-17.63535,-17.09774,-20.9432,-29.00522,-30.22082,-17.10818,-21.19244,-27.32966,-22.19694,-22.34415,-24.53732,-21.32323,-20.02659,-28.54791,-21.38781,-21.25852,-22.72936,-19.77704,-24.94062,-91.66327796076938,51.40158530717959,-100.62977796076937,41.14655877128166,146.55101513692637,-43.578170614359166,-60.59140734641021,125.80481184307752,32.48772488897354,-51.59742980384689,-107.22814692820407,-146.46,116.49566611769188,-4.065841228718341,-100.17959265358975,143.66722203923064,17.683891450771313,26.323388156922498,-107.90977226128363,-70.11211019615315
